title,link,date,category,excerpt
"Psychedelic Treatment With Psilocybin Relieves Major Depression, Study Shows",https://naturalblaze.com/2020/11/psychedelic-treatment-with-psilocybin-relieves-major-depression-study-shows.html,"NOVEMBER 5, 2020",HEALTH AND WELLNESS,"In a small study of adults with major depression, Johns Hopkins Medicine researchers report that two doses of the psychedelic substance psilocybin, given with supportive psychotherapy, produced rapid and large reductions in depressive symptoms, with most participants showing improvement and half of study participants achieving…"
Vitamin D Levels During Pregnancy Linked With Child IQ,https://naturalblaze.com/2020/11/vitamin-d-levels-during-pregnancy-linked-with-child-iq.html,"NOVEMBER 4, 2020",DIET,Vitamin D is a critical nutrient and has many important functions in the body. A mother’s vitamin D supply is passed to her baby in utero and helps regulate processes including brain development. A study published today in The Journal of Nutrition showed that mothers’ vitamin D…
"Scientists Discover Dogs Are Humans’ Oldest Companions, DNA Shows",https://naturalblaze.com/2020/11/scientists-discover-dogs-are-humans-oldest-companions-dna-shows.html,"NOVEMBER 4, 2020",NATURAL HEALTH NEWS,"By Justin MacLachlan Dogs are not only man’s best friend, it turns out they are also the oldest domesticated animal by humans. New research published in the journal Science. lead by an international team found that dog domestication can be traced back 11,000 years to…"
“You May Be Hacked” And Other Things Doctors Should Tell You,https://naturalblaze.com/2020/11/you-may-be-hacked-and-other-things-doctors-should-tell-you.html,"NOVEMBER 3, 2020",NATURAL HEALTH NEWS,"By Maximilian Kiener, University of Oxford On September 9 2020, a woman died during a cyber-attack on a hospital in Düsseldorf, Germany. The woman was in a critical condition and about to be treated when hackers disabled the computer systems of the hospital. Unable to…"
Biosensor Chips To Test DNA For COVID-19 By 2021,https://naturalblaze.com/2020/11/biosensor-chips-to-test-dna-for-covid-19-by-2021.html,"NOVEMBER 3, 2020",NATURAL HEALTH NEWS,"This project is funded by IARPA, the intelligence community’s equivalent to the military’s DARPA. It delivers on-the-spot DNA sequencing and analysis of COVID-19 and other diseases. This will replace all other COVID tests and require DNA collection from every human on earth. ⁃ Technocracy News…"
Farm Life Boosts Gut Microbiome Maturation In Children,https://naturalblaze.com/2020/11/farm-life-boosts-gut-microbiome-maturation-in-children.html,"NOVEMBER 2, 2020",DIET,"We are born into an environment full of small organisms called microbiota. Within the first minutes and hours of our lives, they start challenging but also educating our immune system. The largest immune organ is our gut, where maturation of the immune system and maturation…"
"Vitamin B3 Protects Skin Cells From The Effects Of UV Exposure, New Research Finds",https://naturalblaze.com/2020/11/vitamin-b3-protects-skin-cells-from-the-effects-of-uv-exposure-new-research-finds.html,"NOVEMBER 2, 2020",ENVIRONMENT,"Research presented today at EADV’s 29th Congress, EADV Virtual, shows hope that a form of vitamin B3 could protect skin cells from the effects of ultraviolet (UV) exposure: the main risk factor for non-melanoma skin cancers (1). Researchers in Italy isolated cells (human primary keratinocytes)…"
"44,000 Scientists, Public Health Experts, And Clinicians Sign A Declaration That States Lockdowns Don’t Work",https://naturalblaze.com/2020/11/44000-scientists-public-health-experts-and-clinicians-sign-a-declaration-that-states-lockdowns-dont-work.html,"NOVEMBER 1, 2020",NATURAL HEALTH NEWS,"By Cap Allon “We’re following the scientific advice,” say Western governments as they enforce these, their second nationwide lockdowns in fewer than 8 months. Well, the science has now definitely advised, but is anyone following…? At the start of the year, if you asked members…"
Massive New Report Exposes Bill Gates’ Global Control Grid,https://naturalblaze.com/2020/11/massive-new-report-exposes-bill-gates-global-control-grid.html,"NOVEMBER 1, 2020",NATURAL HEALTH NEWS,"By The Conscious Resistance Derrick Broze breaks down a new report on Bill Gates’ massive international influence and control grid. Share this with anyone who doubts his influence! ﻿ Source: Gates to a Global Empire From TCR Live #114: #ExposeWarpSpeed, Expose Gates, Expose Syria F…"
Slovakia Aims To Test All 5 Million Citizens In New Approach To Combating COVID-19,https://naturalblaze.com/2020/10/slovakia-aims-to-test-all-5-million-citizens-in-new-approach-to-combating-covid-19.html,"OCTOBER 31, 2020",NATURAL HEALTH NEWS,"By Tyler Durden Taking a page out of Beijing’s playbook, the tiny Central European nation of Slovakia, which was one of the last countries in Europe to confirm its first COVID-19 case thanks to early efforts to stop travel to the small country of 5.5…"
Costco Will Stop Selling Chaokoh Coconut Milk Over Reports Of Monkey Labor,https://naturalblaze.com/2020/10/costco-will-stop-selling-chaokoh-coconut-milk-over-reports-of-monkey-labor.html,"OCTOBER 31, 2020",NATURAL HEALTH NEWS,"By Mayukh Saha Costo, the US retail chain, is reportedly removing Chaokoh coconut milk from its shelves. PETA had recently accused Thai suppliers of Chaokoh of using forced monkey labor to pick coconuts. PETA announced the decision on its website saying, “Victory! Costco, one of…"
North Carolina Citizens Defy Proposed Mandatory Mask Law — City Council Stunned By Turn Out Backs Down,https://naturalblaze.com/2020/10/north-carolina-citizens-defy-proposed-mandatory-mask-law-city-council-stunned-by-turn-out-backs-down.html,"OCTOBER 30, 2020",NATURAL HEALTH NEWS,"By Brian Shilavy Some good news this week as, apparently, there is still a pulse among liberty-minded citizens in one small North Carolina town that turned out in mass to defy the City’s attempt to mandate mask requirements. When told they had to wear a…"
Like Sheep We March To The Ruination Of Our Lives And Liberty?,https://naturalblaze.com/2020/10/like-sheep-we-march-to-the-ruination-of-our-lives-and-liberty.html,"OCTOBER 30, 2020",NATURAL HEALTH NEWS,"By Laraine Abbey-Katzev Millions and millions around the world are waking up and rising up against irrational government COVID-19 tyranny that is massively more destructive to the health, lives, relationships, and livelihoods of most citizens around the world than the SARS-CoV-2 virus itself! These mass…"
The Grinch Who Stole Thanksgiving,https://naturalblaze.com/2020/10/the-grinch-who-stole-thanksgiving.html,"OCTOBER 29, 2020",DIET,"By Del Bigtree From telling Californians where, how and for how long to eat their turkey this year, Gov. Newsom has released his Kafka-esque regulations for Thanksgiving dinner through the California Dept of Public Health, in another unscientific attempt to stop the spread of Covid19…."
High-Sugar Diet Can Damage The Gut And Increase Risk For Colitis,https://naturalblaze.com/2020/10/high-sugar-diet-can-damage-the-gut-and-increase-risk-for-colitis.html,"OCTOBER 28, 2020",DIET,"Mice fed diets high in sugar developed worse colitis, a type of inflammatory bowel disease (IBD), and researchers examining their large intestines found more of the bacteria that can damage the gut’s protective mucus layer. “Colitis is a major public health problem in the U.S…."
Spanish Doctors Stage First Walkout In 25 Years To Protest Government’s New COVID-19 Order,https://naturalblaze.com/2020/10/spanish-doctors-stage-first-walkout-in-25-years-to-protest-governments-new-covid-19-order.html,"OCTOBER 28, 2020",NATURAL HEALTH NEWS,"By Tyler Durden Doctors across Spain have walked out on Tuesday in what media outlets have called the first medical strike to rock the country in 25 years. As the coronavirus pandemic rages across Spain, where the Health Ministry reported another 18,418 new daily cases…"
Study Finds Over 80% Of COVID-19 Patients Have Vitamin D Deficiency,https://naturalblaze.com/2020/10/study-finds-over-80-of-covid-19-patients-have-vitamin-d-deficiency.html,"OCTOBER 27, 2020",DIET,"Over 80 percent of 200 COVID-19 patients in a hospital in Spain have vitamin D deficiency, according to a new study published in the Endocrine Society’s Journal of Clinical Endocrinology & Metabolism. Vitamin D is a hormone the kidneys produce that controls blood calcium concentration…"
Wrinkled ‘Super Pea’ Could Be Added To Foods To Reduce Diabetes Risk,https://naturalblaze.com/2020/10/wrinkled-super-pea-could-be-added-to-foods-to-reduce-diabetes-risk.html,"OCTOBER 26, 2020",DIET,"A type of wrinkled ‘super pea’ may help control blood sugar levels and could reduce the risk of type 2 diabetes, suggests a new study. The research, from scientists at Imperial College London, the John Innes Centre, Quadram Institute Bioscience and University of Glasgow, suggests…"
High Fat Or ‘Ketogenic’ Diets Could Prevent Or Reverse Heart Failure,https://naturalblaze.com/2020/10/high-fat-or-ketogenic-diets-could-prevent-or-reverse-heart-failure.html,"OCTOBER 26, 2020",DIET,"Research from Saint Louis University finds that high fat or “ketogenic” diets could completely prevent, or even reverse heart failure caused by a metabolic process. The research team, led by Kyle S. McCommis, Ph.D., assistant professor in Biochemistry and Molecular Biology at SLU, looked at…"
Microplastics In Groundwater (And Our Drinking Water) Present Unknown Risk,https://naturalblaze.com/2020/10/microplastics-in-groundwater-and-our-drinking-water-present-unknown-risk.html,"OCTOBER 26, 2020",ENVIRONMENT,"Microplastics (plastics <5mm) and their negative health impacts have been studied in oceans, rivers, and even soils, and scientists are beginning to grapple with the myriad human health impacts their presence might have. One understudied, but critical, link in the cycle is groundwater, which is…"
Declining Fertility Rates In The Next 50 Years Can Lead To A Reorganization Of Society As We Know It,https://naturalblaze.com/2020/10/declining-fertility-rates-in-the-next-50-years-can-lead-to-a-reorganization-of-society-as-we-know-it.html,"OCTOBER 25, 2020",NATURAL HEALTH NEWS,By Mayukh Saha Global fertility rates are undergoing some massive changes as we witness an unprecedented decline. Researchers are of the opinion that such a decline could lead to “enormous social change”. Changes in reproductive health policies will also be imminent. Declining Fertility Rates Fertility…
